cbsa,cbsa_name,hh_type1_income_min,hh_type1_income_max,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income_min,hh_type2_income_max,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income_min,hh_type3_income_max,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income_min,hh_type4_income_max,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income_min,hh_type5_income_max,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income_min,hh_type6_income_max,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income_min,hh_type7_income_max,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income_min,hh_type8_income_max,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'10660',"'Albert Lea, MN'",43962.00000,43962.00000,43962.00000,4.00000,2.00000,56.17434,25.29440,30.87994,2.31310,27803.19918,54.82559,58.69062,26.54117,32.14945,2.44332,28270.62005,45.53205,47.81319,21.15162,26.66157,1.88041,26250.04287,85.70635,11720.00000,11720.00000,11720.00000,1.00000,1.00000,124.53401,62.43058,62.10343,1.25484,17136.86089,28.41929,132.14947,67.19302,64.95645,1.34546,17419.28355,10.89964,99.22919,46.60584,52.62335,0.95374,16198.42073,86.63395,21981.00000,21981.00000,21981.00000,1.00000,1.00000,71.45333,34.94038,36.51294,1.38238,17636.62766,24.90002,74.99177,36.84550,38.14627,1.47244,17946.64794,9.93991,59.69570,28.61000,31.08570,1.08314,16606.48553,74.60981,59349.00000,59349.00000,59349.00000,1.00000,1.00000,33.92787,18.31984,15.60802,1.58299,18963.01540,19.48654,35.70945,19.44365,16.26581,1.67244,19346.27088,8.51443,28.00797,14.58565,13.42231,1.28578,17689.52575,55.94493,35170.00000,35170.00000,35170.00000,2.00000,0.00000,50.68436,32.32734,18.35703,1.50645,6171.11781,63.29231,54.31995,34.54260,19.77735,1.63833,6454.14319,46.14283,38.60395,24.96639,13.63755,1.06822,5230.67489,120.27695,21981.00000,21981.00000,21981.00000,3.00000,1.00000,85.97434,40.69189,45.28244,1.81547,19700.21925,65.90489,90.06408,42.40739,47.65669,1.94931,20061.15871,50.59802,72.38484,34.99160,37.39324,1.37075,18500.88172,116.76688,35170.00000,35170.00000,35170.00000,3.00000,1.00000,60.55554,30.88102,29.67452,1.91020,20557.98510,62.41263,63.75163,32.57693,31.17469,2.04369,20948.68931,49.00282,49.93551,25.24579,24.68972,1.46665,19259.74463,106.97104,65943.00000,65943.00000,65943.00000,4.00000,2.00000,41.89920,19.85555,22.04365,2.39494,29048.52633,51.81704,44.12384,21.18761,22.93622,2.52489,29552.32466,44.01067,34.50713,15.42933,19.07780,1.96314,27374.49421,77.75625
'10700',"'Albertville, AL'",38649.00000,38649.00000,38649.00000,4.00000,2.00000,61.11655,27.05528,34.06127,2.29703,29662.81526,3.21767,63.83147,28.25925,35.57222,2.44007,30132.67114,3.30034,54.12839,23.95629,30.17210,1.92885,28453.41483,3.00487,11720.00000,11720.00000,11720.00000,1.00000,1.00000,124.35375,60.09312,64.26063,1.27416,19036.08094,0.87321,131.49063,63.98539,67.50524,1.36909,19426.50654,0.13085,105.98354,50.07449,55.90904,1.02981,18031.13259,2.78402,19325.00000,19325.00000,19325.00000,1.00000,1.00000,79.44547,38.33091,41.11456,1.37529,19501.04468,0.47727,83.35972,40.27956,43.08015,1.46969,19897.37865,0.09814,69.37027,33.31510,36.05517,1.13233,18480.88829,1.45315,52176.00000,52176.00000,52176.00000,1.00000,1.00000,37.62261,19.53196,18.09065,1.57652,20985.23198,0.00000,39.59357,20.70325,18.89032,1.66983,21400.43556,0.00000,32.54940,16.51709,16.03231,1.33632,19916.50556,0.00000,30919.00000,30919.00000,30919.00000,2.00000,0.00000,55.89838,34.54505,21.35333,1.49021,7893.34886,6.90781,60.03433,36.84308,23.19125,1.63527,8247.70295,3.52023,45.25252,28.62997,16.62254,1.11683,6981.24793,15.62740,19325.00000,19325.00000,19325.00000,3.00000,1.00000,94.30557,44.16357,50.14199,1.79927,21452.52982,8.34513,98.81738,45.79236,53.02503,1.94669,21872.81218,6.30646,82.69223,39.97112,42.72110,1.41981,20370.73074,13.59264,30919.00000,30919.00000,30919.00000,3.00000,1.00000,66.95990,32.99514,33.96476,1.89413,22374.36333,6.27380,70.54675,34.67730,35.86945,2.04091,22802.28022,5.17716,57.72742,28.66530,29.06212,1.51632,21272.91307,9.09655,57974.00000,57974.00000,57974.00000,4.00000,2.00000,45.59901,21.22399,24.37502,2.37947,30986.68279,2.50670,48.22130,22.79182,25.42948,2.52209,31465.92299,2.77036,38.84927,17.18843,21.66084,2.01239,29753.12727,1.82803
'10740',"'Albuquerque, NM'",48990.00000,48990.00000,48990.00000,4.00000,2.00000,53.09279,28.07016,25.02263,2.12931,25364.81414,34.01628,56.45258,29.73209,26.72049,2.30402,26463.92990,26.30672,46.13075,24.62637,21.50438,1.76729,23087.26500,49.99174,11720.00000,11720.00000,11720.00000,1.00000,1.00000,134.76286,81.11890,53.64395,1.06596,15778.90942,22.18033,146.01034,87.80775,58.20259,1.18508,16635.91483,8.13991,111.45621,67.25851,44.19770,0.81913,14003.05287,51.27441,24495.00000,24495.00000,24495.00000,1.00000,1.00000,70.24456,41.51447,28.73009,1.21514,16062.74622,20.00770,75.14281,44.14578,30.99703,1.33356,16913.93894,7.41005,60.09459,36.06197,24.03262,0.96975,14298.93451,46.11210,66137.00000,66137.00000,66137.00000,1.00000,1.00000,33.01703,20.33914,12.67789,1.41609,16729.99364,17.24750,35.38081,21.80360,13.57722,1.53365,17567.51547,6.52669,28.11888,17.30454,10.81434,1.17247,14994.51027,39.46279,39192.00000,39192.00000,39192.00000,2.00000,0.00000,49.45253,35.54860,13.90393,1.32235,4515.49447,38.37226,54.41519,38.58995,15.82525,1.49983,5304.25359,26.65648,39.16908,29.24643,9.92265,0.95457,2881.05547,62.64928,24495.00000,24495.00000,24495.00000,3.00000,1.00000,83.00254,46.97082,36.03173,1.63060,17903.46258,39.48113,88.60848,49.31924,39.28923,1.81059,18899.40621,28.94132,71.38613,42.10449,29.28164,1.25765,15839.70311,61.32137,39192.00000,39192.00000,39192.00000,3.00000,1.00000,57.94152,34.31530,23.62622,1.72537,18493.67953,37.78853,62.20909,36.55268,25.65641,1.90485,19484.06844,28.09589,49.09841,29.67907,19.41933,1.35347,16441.43035,57.87326,73485.00000,73485.00000,73485.00000,4.00000,2.00000,39.42291,21.56304,17.85987,2.21150,26282.52608,32.62494,42.54029,23.50799,19.03231,2.38586,27374.86015,25.60678,32.96319,17.53279,15.43040,1.85020,24019.02969,47.16771
'10760',"'Alexander City, AL'",38300.00000,38300.00000,38300.00000,4.00000,2.00000,63.32542,27.71136,35.61406,2.35501,31248.17375,3.74327,65.72352,28.75358,36.96994,2.48559,31590.46350,5.00891,56.23279,24.62890,31.60389,1.96882,30235.81490,0.00000,11720.00000,11720.00000,11720.00000,1.00000,1.00000,128.50566,60.94644,67.55921,1.32892,20217.78257,0.00000,134.78036,64.31536,70.46500,1.41629,20519.97277,0.00000,109.94755,50.98251,58.96504,1.07052,19324.02243,0.00000,19150.00000,19150.00000,19150.00000,1.00000,1.00000,82.84774,39.25161,43.59613,1.42813,20812.04647,0.00000,86.68535,41.31025,45.37509,1.51513,21121.74299,0.00000,71.49760,33.16295,38.33465,1.17080,19896.08559,0.00000,51705.00000,51705.00000,51705.00000,1.00000,1.00000,39.35148,20.14342,19.20806,1.62844,22738.35693,0.00000,41.03378,21.09315,19.94063,1.71513,23072.37620,0.00000,34.37590,17.33450,17.04140,1.37204,21750.45888,0.00000,30640.00000,30640.00000,30640.00000,2.00000,0.00000,58.18264,35.28039,22.90226,1.54821,9137.23965,4.60996,61.86831,37.28250,24.58581,1.68122,9412.29571,5.30171,47.28188,29.35892,17.92296,1.15484,8323.73169,2.56404,19150.00000,19150.00000,19150.00000,3.00000,1.00000,97.65984,44.92948,52.73036,1.85738,22698.21390,6.42318,102.40494,47.06948,55.33546,1.99207,23007.06696,7.99162,83.62568,38.60018,45.02550,1.45902,21784.74765,1.78436,30640.00000,30640.00000,30640.00000,3.00000,1.00000,69.55138,33.82333,35.72805,1.95163,23799.78260,5.34033,72.82590,35.36812,37.45778,2.08629,24118.50105,7.00250,59.86662,29.25444,30.61218,1.55336,22857.13840,0.42428,57450.00000,57450.00000,57450.00000,4.00000,2.00000,46.89995,21.39190,25.50805,2.43709,32791.80543,3.23056,49.22385,22.76559,26.45826,2.56763,33146.21414,4.32285,40.02678,17.32906,22.69772,2.05101,31743.60343,0.00000
'10780',"'Alexandria, LA'",40625.00000,40625.00000,40625.00000,4.00000,2.00000,59.13826,26.45655,32.68172,2.26815,28345.41350,14.62136,62.07354,27.53420,34.53934,2.43719,29101.81933,12.47330,52.83256,24.14148,28.69108,1.90501,26720.46610,19.23593,11720.00000,11720.00000,11720.00000,1.00000,1.00000,127.46288,65.94734,61.51553,1.24143,17786.81211,6.53071,136.95227,71.35051,65.60176,1.35594,18398.22307,0.63756,107.07731,54.34001,52.73730,0.99545,16473.34967,19.19064,20313.00000,20313.00000,20313.00000,1.00000,1.00000,78.07294,39.19777,38.87517,1.35264,18297.69546,4.85881,83.17409,41.80979,41.36430,1.46674,18927.69756,0.53779,67.11442,33.58651,33.52791,1.10754,16944.29462,14.14143,54844.00000,54844.00000,54844.00000,1.00000,1.00000,35.53975,18.84545,16.69430,1.55389,19806.88229,2.70591,37.85909,20.19076,17.66833,1.66684,20491.79915,0.41648,30.55723,15.95540,14.60183,1.31125,18335.51092,7.62419,32500.00000,32500.00000,32500.00000,2.00000,0.00000,52.64863,33.22200,19.42663,1.46057,6737.73947,22.31981,57.34348,35.80343,21.54006,1.63170,7278.63893,13.10898,42.56292,27.67647,14.88645,1.09292,5575.75322,42.10697,20313.00000,20313.00000,20313.00000,3.00000,1.00000,91.27978,43.51376,47.76602,1.76914,20182.15570,24.79337,96.94461,45.64133,51.30328,1.94302,20838.57063,18.12626,79.11031,38.94321,40.16710,1.39560,18772.01355,39.11599,32500.00000,32500.00000,32500.00000,3.00000,1.00000,63.34807,31.97935,31.36872,1.86453,21114.23083,21.17898,67.43851,33.84703,33.59148,2.03802,21792.93753,16.16446,54.56079,27.96710,26.59369,1.49184,19656.20043,31.95141,60938.00000,60938.00000,60938.00000,4.00000,2.00000,44.00231,20.63595,23.36636,2.35041,29681.68940,12.48785,46.60211,21.93961,24.66250,2.51918,30465.39927,11.11585,38.41730,17.83534,20.58195,1.98783,27998.08613,15.43526
'10820',"'Alexandria, MN'",50365.00000,50365.00000,50365.00000,4.00000,2.00000,53.84698,25.50972,28.33726,2.44190,29209.06452,19.15894,56.76234,27.06417,29.69817,2.59410,29904.47338,15.80074,45.00712,20.79637,24.21075,1.98040,27100.46790,29.34156,11720.00000,11720.00000,11720.00000,1.00000,1.00000,139.69800,73.20308,66.49492,1.35982,18158.94116,8.87844,150.04510,79.80380,70.24130,1.47013,18612.80571,1.21122,108.32386,53.18858,55.13527,1.02536,16782.74754,32.12675,25183.00000,25183.00000,25183.00000,1.00000,1.00000,70.17972,35.68207,34.49765,1.51407,18839.94884,6.68002,74.01962,37.66428,36.35534,1.62384,19325.26739,1.07664,58.53651,29.67167,28.86484,1.18122,17368.38137,23.67040,67993.00000,67993.00000,67993.00000,1.00000,1.00000,33.67480,18.51114,15.16366,1.71524,20397.65708,5.00955,35.74937,19.82197,15.92740,1.82410,20954.92514,0.94206,27.38433,14.53648,12.84785,1.38517,18707.92660,17.34289,40292.00000,40292.00000,40292.00000,2.00000,0.00000,51.03393,32.86629,18.16763,1.63488,6922.38826,26.53747,55.04831,35.28546,19.76285,1.78920,7364.65452,16.86623,38.86165,25.53097,13.33068,1.16693,5581.36258,55.86230,25183.00000,25183.00000,25183.00000,3.00000,1.00000,82.76767,40.77956,41.98811,1.94472,20802.87506,30.83357,87.50430,42.95623,44.54808,2.10114,21366.73660,23.69939,68.40540,34.17953,34.22587,1.47040,19093.15204,52.46562,40292.00000,40292.00000,40292.00000,3.00000,1.00000,59.40412,30.96502,28.43910,2.03922,21754.74475,26.63136,63.32911,33.20195,30.12716,2.19550,22347.83410,20.77269,47.50288,24.18226,23.32062,1.56536,19956.39812,44.39583,75548.00000,75548.00000,75548.00000,4.00000,2.00000,40.47563,20.25252,20.22311,2.52389,30569.60326,16.89406,43.02707,21.84895,21.17813,2.67646,31300.76128,14.11059,32.73923,15.41190,17.32732,2.06127,28352.60918,25.33402
'10860',"'Alice, TX'",40723.00000,40723.00000,40723.00000,4.00000,2.00000,59.72851,26.78190,32.94661,2.23992,29721.62621,43.92552,62.56194,28.16213,34.39981,2.38072,30146.90786,40.39907,52.11057,23.07100,29.03957,1.86138,28578.21750,53.40672,11720.00000,11720.00000,11720.00000,1.00000,1.00000,135.40574,72.68638,62.71936,1.20493,19287.42089,17.03713,145.96572,80.15913,65.80659,1.29939,19646.25884,3.60852,107.01428,52.59521,54.41907,0.95098,18322.65216,53.14118,20362.00000,20362.00000,20362.00000,1.00000,1.00000,82.12570,42.76066,39.36504,1.31676,19747.56682,13.95468,87.87669,46.63083,41.24586,1.41020,20120.33016,3.08784,66.66363,32.35535,34.30828,1.06551,18745.35838,43.17117,54976.00000,54976.00000,54976.00000,1.00000,1.00000,36.17157,19.37167,16.79990,1.51744,21101.70558,9.00535,38.25425,20.70844,17.54581,1.61050,21515.50740,2.46840,30.57209,15.77765,14.79443,1.26725,19989.16143,26.58052,32578.00000,32578.00000,32578.00000,2.00000,0.00000,53.65900,33.66841,19.99059,1.43389,8305.84816,55.39395,57.97960,36.29812,21.68148,1.57721,8646.49129,42.07710,42.04269,26.59819,15.44449,1.04859,7389.99786,91.19755,20362.00000,20362.00000,20362.00000,3.00000,1.00000,94.62349,46.07955,48.54394,1.74208,21691.05723,59.98370,100.73938,49.41222,51.32716,1.88733,22067.37809,50.01578,78.18037,37.11936,41.06101,1.35155,20679.28408,86.78335,32578.00000,32578.00000,32578.00000,3.00000,1.00000,64.27288,32.46084,31.81204,1.83747,22560.17674,54.50782,68.34197,34.78051,33.56146,1.98231,22953.14889,46.61613,53.33276,26.22419,27.10857,1.44805,21503.63505,75.72535,61085.00000,61085.00000,61085.00000,4.00000,2.00000,44.04726,20.53152,23.51574,2.32366,30980.75038,40.53465,46.34805,21.81648,24.53157,2.46401,31426.46096,38.49149,37.86137,17.07676,20.78461,1.94631,29782.41662,46.02788
'10880',"'Allegan, MI'",51030.00000,51030.00000,51030.00000,4.00000,2.00000,55.85630,27.60055,28.25575,2.41586,30739.51598,0.98218,57.77246,28.76245,29.01002,2.50652,31013.20586,0.94136,46.95751,22.20464,24.75287,1.99483,29468.48165,1.17171,11720.00000,11720.00000,11720.00000,1.00000,1.00000,143.11641,75.45598,67.66043,1.31973,19719.32788,0.32731,148.67173,79.02990,69.64183,1.38031,19900.25844,0.12958,117.31714,58.85847,58.45867,1.03839,18879.07409,1.24559,25515.00000,25515.00000,25515.00000,1.00000,1.00000,71.63950,37.11628,34.52322,1.47592,20353.23825,0.27829,73.98293,38.50029,35.48264,1.53590,20543.36659,0.11980,60.75646,30.68887,30.06759,1.19738,19470.26935,1.01434,68891.00000,68891.00000,68891.00000,1.00000,1.00000,35.26061,20.17445,15.08616,1.67642,21785.55884,0.22259,36.54460,21.06812,15.47648,1.73590,21996.47321,0.10513,29.29768,16.02416,13.27352,1.40020,20806.05821,0.76812,40824.00000,40824.00000,40824.00000,2.00000,0.00000,53.84721,35.63478,18.21243,1.61007,8232.60844,1.13288,56.61428,37.48662,19.12766,1.70210,8414.45612,0.97167,40.99673,27.03468,13.96205,1.18268,7388.09550,1.88152,25515.00000,25515.00000,25515.00000,3.00000,1.00000,86.49002,44.46562,42.02440,1.91952,22336.32664,1.27062,89.16070,45.68840,43.47230,2.01303,22563.54820,1.15961,74.08719,38.78691,35.30028,1.48525,21281.09433,1.78619,40824.00000,40824.00000,40824.00000,3.00000,1.00000,62.29371,33.87848,28.41523,2.01497,23237.28875,1.17335,64.65763,35.29184,29.36579,2.10831,23472.94605,1.08856,51.31549,27.31471,24.00078,1.58153,22142.88029,1.56712,76545.00000,76545.00000,76545.00000,4.00000,2.00000,41.93462,21.79714,20.13748,2.49876,32037.57161,0.91526,43.78502,23.12092,20.66410,2.58937,32321.60647,0.88545,33.34125,15.64944,17.69182,2.07794,30718.49448,1.05369
'10900',"'Allentown-Bethlehem-Easton, PA-NJ'",58111.00000,58111.00000,58111.00000,4.00000,2.00000,51.00704,29.09787,21.90917,2.17415,25742.91400,20.43154,54.31656,31.01366,23.30291,2.33865,26874.65579,15.48186,42.51101,24.17977,18.33124,1.75183,22837.56738,33.13807,11720.00000,11720.00000,11720.00000,1.00000,1.00000,154.45005,98.65421,55.79585,1.06845,16273.40558,13.95865,169.02863,108.73822,60.29041,1.18514,17085.78310,5.96570,117.02471,72.76707,44.25764,0.76889,14187.91376,34.47773,29056.00000,29056.00000,29056.00000,1.00000,1.00000,68.05133,42.51084,25.54050,1.25204,16627.84331,12.68053,73.41154,45.97544,27.43610,1.36807,17453.78147,5.52323,54.29090,33.61669,20.67421,0.95416,14507.53932,31.05436,78450.00000,78450.00000,78450.00000,1.00000,1.00000,32.41045,21.19587,11.21457,1.45299,17345.41819,11.32733,34.71839,22.74358,11.97482,1.56816,18198.82083,5.05262,26.48561,17.22270,9.26291,1.15734,15154.60886,27.43543,46489.00000,46489.00000,46489.00000,2.00000,0.00000,50.04338,37.15684,12.88654,1.36741,4966.72693,22.50705,54.72414,40.25151,14.47263,1.53417,5659.81264,15.69189,38.02719,29.21236,8.81483,0.93930,3187.47462,40.00256,29056.00000,29056.00000,29056.00000,3.00000,1.00000,80.10079,48.34922,31.75157,1.67581,18306.70383,23.21811,85.51244,51.13497,34.37747,1.84469,19273.01700,16.96136,66.20830,41.19778,25.01053,1.24228,15826.03668,39.28009,46489.00000,46489.00000,46489.00000,3.00000,1.00000,57.22956,35.70686,21.52270,1.77095,18917.36596,22.35719,61.36201,38.12673,23.23527,1.93949,19894.82869,16.49643,46.62096,29.49470,17.12627,1.33829,16408.07626,37.40259,87167.00000,87167.00000,87167.00000,4.00000,2.00000,38.18721,22.56317,15.62404,2.25635,26685.69034,19.71660,41.16804,24.57817,16.58987,2.42064,27831.08537,15.08466,30.53499,17.39036,13.14463,1.83459,23745.29389,31.60748
'10940',"'Alma, MI'",40224.00000,40224.00000,40224.00000,4.00000,2.00000,62.05387,27.32548,34.72839,2.33463,29807.04765,19.97576,64.43893,28.40923,36.02970,2.45923,30161.67399,17.95518,54.00182,23.66670,30.33512,1.91397,28609.81480,26.79731,11720.00000,11720.00000,11720.00000,1.00000,1.00000,128.89898,62.98246,65.91653,1.29415,19029.12313,6.22072,135.25247,66.66082,68.59165,1.37923,19242.51187,0.14036,107.44935,50.56416,56.88518,1.00691,18308.71413,26.74827,20112.00000,20112.00000,20112.00000,1.00000,1.00000,80.07259,38.23189,41.84070,1.40402,19541.31685,4.28378,83.51857,40.00372,43.51485,1.48901,19773.70925,0.04679,68.43884,32.25011,36.18872,1.11708,18756.75071,18.58805,54302.00000,54302.00000,54302.00000,1.00000,1.00000,37.57015,19.71553,17.85462,1.60465,21076.48898,1.72515,39.33113,20.80839,18.52274,1.68901,21365.78730,0.00000,31.62500,16.02598,15.59902,1.31985,20099.80616,7.54932,32179.00000,32179.00000,32179.00000,2.00000,0.00000,56.29279,35.14083,21.15196,1.52870,7893.67217,27.60699,59.65544,37.02024,22.63520,1.65534,8115.37685,18.67365,44.94033,28.79585,16.14448,1.10114,7145.18818,57.76633,20112.00000,20112.00000,20112.00000,3.00000,1.00000,95.40165,44.10990,51.29176,1.83779,21519.69241,30.17106,99.35310,45.60137,53.75173,1.96629,21794.13573,23.01754,82.06141,39.07462,42.98679,1.40397,20593.16069,54.32164,32179.00000,32179.00000,32179.00000,3.00000,1.00000,66.84327,33.24935,33.59392,1.93151,22462.39970,26.94063,69.99481,34.85491,35.13990,2.05923,22759.94796,21.34327,56.20354,27.82892,28.37462,1.50031,21457.86474,45.83758,60336.00000,60336.00000,60336.00000,4.00000,2.00000,46.38463,21.60449,24.78013,2.41617,31156.13324,17.59859,48.36135,22.66883,25.69252,2.54031,31539.06331,16.84363,39.71113,18.01124,21.69989,1.99708,29863.34583,20.14739
'10980',"'Alpena, MI'",38900.00000,38900.00000,38900.00000,4.00000,2.00000,60.09744,25.56659,34.53085,2.34966,28990.92467,17.17756,62.52257,26.84085,35.68171,2.46184,29288.14506,17.25201,51.01378,20.79366,30.22011,1.92948,27877.64048,16.89872,11720.00000,11720.00000,11720.00000,1.00000,1.00000,129.21562,63.86899,65.34663,1.31287,18329.37427,4.87943,136.12524,68.35645,67.76880,1.38888,18529.92188,1.68465,103.33459,47.06054,56.27405,1.02814,17578.19270,16.84597,19450.00000,19450.00000,19450.00000,1.00000,1.00000,80.86119,39.33930,41.52189,1.41548,18770.80213,4.11827,84.55970,41.56533,42.99437,1.49122,18987.15353,1.54970,67.00785,31.00136,36.00648,1.13179,17960.42504,13.73927,52515.00000,52515.00000,52515.00000,1.00000,1.00000,36.80297,18.56688,18.23610,1.61603,20165.47536,2.57985,38.53786,19.68144,18.85642,1.69143,20431.80042,1.14485,30.30469,14.39210,15.91259,1.33359,19167.91435,7.95487,31120.00000,31120.00000,31120.00000,2.00000,0.00000,54.46245,32.74812,21.71433,1.54238,7373.43721,22.16980,57.94573,34.84610,23.09963,1.65604,7568.42438,18.06828,41.41529,24.88982,16.52547,1.11663,6643.08313,37.53268,19450.00000,19450.00000,19450.00000,3.00000,1.00000,93.61320,42.67184,50.94136,1.85181,20849.81195,24.40788,97.59310,44.49190,53.10120,1.96721,21084.66616,21.58919,78.70586,35.85452,42.85134,1.41957,19970.12974,34.96574,31120.00000,31120.00000,31120.00000,3.00000,1.00000,65.77722,31.29559,34.48163,1.94682,21735.42440,21.99697,68.92223,32.99319,35.92904,2.06236,21990.57085,20.23218,53.99709,24.93698,29.06012,1.51405,20779.73452,28.60729,58350.00000,58350.00000,58350.00000,4.00000,2.00000,44.65994,19.96786,24.69208,2.43167,30270.16991,15.93849,46.83064,21.32779,25.50285,2.54370,30592.21403,16.27286,36.52926,14.87404,21.65522,2.01205,29063.90465,14.68605
'11020',"'Altoona, PA'",42687.00000,42687.00000,42687.00000,4.00000,2.00000,57.18337,27.20954,29.97383,2.17890,25854.04808,51.17084,60.21681,28.80549,31.41132,2.32028,26393.05463,41.84123,49.28207,23.05252,26.22954,1.81063,24450.08015,75.47197,11720.00000,11720.00000,11720.00000,1.00000,1.00000,123.18511,65.67252,57.51259,1.13546,16120.10160,25.23675,129.97456,69.39300,60.58156,1.22937,16486.43614,5.68376,105.50040,55.98165,49.51875,0.89086,15165.89811,76.16704,21344.00000,21344.00000,21344.00000,1.00000,1.00000,73.20787,38.48508,34.72278,1.25671,16443.19127,21.70739,76.63336,40.11885,36.51451,1.35007,16822.06464,5.07885,64.28538,34.22955,30.05582,1.01353,15456.32745,65.02030,57627.00000,57627.00000,57627.00000,1.00000,1.00000,34.59874,19.75965,14.83909,1.45777,17333.50281,16.56348,36.65523,21.11083,15.54441,1.55015,17746.98528,4.11169,29.24213,16.24019,13.00195,1.21713,16256.49155,48.99704,34150.00000,34150.00000,34150.00000,2.00000,0.00000,51.82592,34.71244,17.11347,1.37215,5315.07043,62.46449,56.17937,37.47563,18.70374,1.51551,5623.85991,42.76444,40.48634,27.51508,12.97126,0.99873,4510.75640,113.77783,21344.00000,21344.00000,21344.00000,3.00000,1.00000,88.17974,44.67086,43.50888,1.68056,18352.51297,65.78933,92.54400,46.33086,46.21314,1.82619,18791.79187,49.03394,76.81200,40.34702,36.46498,1.30123,17208.30891,109.43264,34150.00000,34150.00000,34150.00000,3.00000,1.00000,61.82921,33.30478,28.52443,1.77596,19033.32656,61.04943,65.59599,35.37275,30.22324,1.92110,19486.65457,46.72106,52.01775,27.91826,24.09949,1.39791,17852.52831,98.37100,64031.00000,64031.00000,64031.00000,4.00000,2.00000,42.38090,20.99197,21.38893,2.26091,26882.72601,47.66138,45.24895,22.85712,22.39183,2.40182,27438.93785,39.99612,34.91041,16.13377,18.77664,1.89386,25433.94292,67.62731
